state_name,fips,FedCattle,Price,Markdown,MarkdownSpatial,MarkdownMulti,MarkdownContract,CapEffect
CALIFORNIA,6089,871,141.151958725902,2.91863867061187,2.34038334003122,1.03761182184032e-08,0.578255320204539,0.202832074151067
CALIFORNIA,6091,13449.68182,142.285720614396,3.14013664732539,2.64602939996489,0.00715763071588869,0.486949616644616,0.0966945639592247
CALIFORNIA,6093,1666,140.924360024717,2.88291951968347,2.26782866753588,9.99455986947323e-09,0.615090842153022,0.284220751079998
CALIFORNIA,6095,13449.68182,142.919581144705,3.48437494638978,3.02284048151115,0.00274606376582324,0.458788401112807,0.0324827668463252
CALIFORNIA,6097,577,142.116784103913,3.47669699124296,2.97913324139648,1.70692904259079e-08,0.49756373277719,0.0472738023791229
CALIFORNIA,6099,915,144.179903765371,3.69234617930707,3.18472364562287,0.00190934035361211,0.505713193330584,0.0138237463943794
CALIFORNIA,6101,13449.68182,142.459102362265,3.37953795930462,2.87943501941831,1.56547250665291e-08,0.500102924231583,0.0630319629560612
CALIFORNIA,6103,13449.68182,141.388055507769,3.05775549687996,2.51623330099498,1.1790870401615e-08,0.541522184094105,0.139967811169504
CALIFORNIA,6107,13449.68182,145.462284205009,3.80778483904565,3.34673667018158,0.00106045203385275,0.459987716830221,0.00166296979892638
CALIFORNIA,6109,52,144.113413491009,3.54302675238102,3.06578632628601,0.00405345608307175,0.473186970011939,0.0209825635364404
CALIFORNIA,6111,200,144.460101627364,2.99701781180897,2.68653331219458,0.0033220178764571,0.307162481737933,0.00160517468559022
CALIFORNIA,6113,13449.68182,142.585496188792,3.39323245033935,2.93067114961414,0.00328584814504178,0.459275452580169,0.0459968696336407
CALIFORNIA,6115,13449.68182,142.324189181889,3.24374351369046,2.76776061822468,0.00472038638122567,0.471262509084556,0.0731006489132731
COLORADO,8001,426,143.467918062061,4.09036594068213,2.43548764920271,0.273784872987714,1.38109341849171,0.603282047260045
COLORADO,8003,6913.105263,141.194457584815,3.73647846996718,1.97175133675703,0.422594833634901,1.34213229957525,0.643376620021446
COLORADO,8005,6913.105263,143.201269075033,3.97875005154459,2.29503249007558,0.30588730699741,1.37783025447159,0.624526736849783
COLORADO,8007,71,140.3658101046,3.73995220011766,1.98814963840337,0.471418449974289,1.28038411174001,0.578810063902084
COLORADO,8009,6913.105263,143.360849780423,3.65335935340585,1.97152166543677,0.351326315720849,1.33051137224823,0.762392436399075
COLORADO,8011,710,142.868398954561,3.65866614353218,1.92909128034113,0.369328826374831,1.36024603681622,0.75400691991924
COLORADO,8013,89,142.777015683393,4.24584363132775,2.64518622998171,0.346439775990499,1.25421762535554,0.524302628139823
COLORADO,8015,6913.105263,141.258007992533,3.83983321432651,2.03189480208307,0.446998585444446,1.36093982679899,0.622216892839512
COLORADO,8021,144,140.835920522404,3.73248471271487,1.97365159523617,0.430475741088721,1.32835737638997,0.629912781370122
COLORADO,8025,6913.105263,142.498928442342,3.68178378933593,1.93317677603428,0.378041455149946,1.3705655581517,0.72363707276062
COLORADO,8027,6913.105263,141.619942015151,3.74651212094123,1.97557886870192,0.414703905742803,1.35622934649651,0.659899888196796
COLORADO,8029,377,140.102435261919,3.90744855237762,2.03829297252327,0.572330019516844,1.2968255603375,0.536810555316535
